N,K,D,noise_std,sparsity,seed,K_est,Var_exp_views,Var_exp_total,Cor_factors,model,tres,Jaccard_index,Cor_weights
100,10,"[1000, 1000, 1000]",1.0,0.8,2,10,0.976803396112296,0.9783955667053212,0.8991311131113109,model_cling_AD_fast_0.01,0.01,0.7792583768557352,0.6283062044109876
100,10,"[1000, 1000, 1000]",1.0,0.8,14,10,0.9592966438659709,0.9596931514055556,0.9996387638763876,model_cling_AD_fast_0.01,0.01,0.9440307528297492,0.6615513825334124
100,10,"[1000, 1000, 1000]",1.0,0.8,10,10,0.967204851452984,0.9676255273834777,0.88001200120012,model_cling_AD_fast_0.01,0.01,0.6957167839279973,0.5982877188747869
100,10,"[1000, 1000, 1000]",1.0,0.8,4,10,0.9773594044415833,0.9803681482905459,0.9568028802880286,model_cling_AD_fast_0.01,0.01,0.8446146164922421,0.6444954381948719
100,10,"[1000, 1000, 1000]",1.0,0.8,3,10,0.9726450006636317,0.977223265863136,0.936949294929493,model_cling_AD_fast_0.01,0.01,0.8020840783191608,0.6356106053288655
100,10,"[1000, 1000, 1000]",1.0,0.8,5,10,0.9800622911651659,0.9879800027787365,0.9997251725172516,model_cling_AD_fast_0.01,0.01,0.9427479562084399,0.6592564336893837
100,10,"[1000, 1000, 1000]",1.0,0.8,6,10,0.9697042803341719,0.9725302502256143,0.9473255325532554,model_cling_AD_fast_0.01,0.01,0.8311610623712052,0.6436812517110356
100,10,"[1000, 1000, 1000]",1.0,0.8,11,10,0.9684560305303082,0.9688955996550446,0.9140030003000298,model_cling_AD_fast_0.01,0.01,0.7690407819132865,0.613122705672586
100,10,"[1000, 1000, 1000]",1.0,0.8,13,10,0.9771838888136064,0.9773596597878512,0.9225250525052504,model_cling_AD_fast_0.01,0.01,0.7909819299339998,0.6287997460772329
100,10,"[1000, 1000, 1000]",1.0,0.8,1,10,0.9777236373153917,0.9849810997846444,0.9679135913591358,model_cling_AD_fast_0.01,0.01,0.8434563406676704,0.6426262616564473
100,10,"[1000, 1000, 1000]",1.0,0.8,12,10,0.9784111709254105,0.9930717207865283,0.972148814881488,model_cling_AD_fast_0.01,0.01,0.8547288425058504,0.6524470677747842
100,10,"[1000, 1000, 1000]",1.0,0.8,0,10,0.9754518946669101,0.9756831481297223,0.9775709570957094,model_cling_AD_fast_0.01,0.01,0.8683254221033281,0.6504747446947978
100,10,"[1000, 1000, 1000]",1.0,0.8,8,10,0.9663259159309786,0.967369987289775,0.9997263726372635,model_cling_AD_fast_0.01,0.01,0.9444926000575182,0.6746453931736199
100,10,"[1000, 1000, 1000]",1.0,0.8,7,10,0.9671769592738393,0.9734572573246322,0.9711839183918392,model_cling_AD_fast_0.01,0.01,0.8528460268493361,0.6561967940693589
100,10,"[1000, 1000, 1000]",1.0,0.8,15,10,0.9674064299025177,0.9680982471192915,0.8622682268226821,model_cling_AD_fast_0.01,0.01,0.6532125347985523,0.6029558061798949
100,10,"[1000, 1000, 1000]",1.0,0.8,9,10,0.9677978607382575,0.9700954128136584,0.9041200120012001,model_cling_AD_fast_0.01,0.01,0.6856530664755858,0.6168905098836147
100,10,"[1000, 1000, 1000]",0.25,0.8,0,10,0.9985945319576208,0.9988297186313015,0.7543366336633662,model_cling_AD_fast_0.01,0.01,0.3887383692159425,0.5111622911851154
100,10,"[1000, 1000, 1000]",0.25,0.8,3,10,0.9983918607041744,0.9984468202403756,0.8565772577257725,model_cling_AD_fast_0.01,0.01,0.6303237344985305,0.5926919782195852
100,10,"[1000, 1000, 1000]",0.25,0.8,5,10,0.9982461679099058,0.9982763297857502,0.6915463546354633,model_cling_AD_fast_0.01,0.01,0.34432841156081967,0.4717972841474307
100,10,"[1000, 1000, 1000]",0.25,0.8,2,10,0.9983303447011167,0.9984426130510361,0.8082844284428443,model_cling_AD_fast_0.01,0.01,0.5556171088120951,0.5560141175777387
100,10,"[1000, 1000, 1000]",0.25,0.8,7,10,0.9984530014888525,0.9987316602195504,0.7850573057305731,model_cling_AD_fast_0.01,0.01,0.5159881587842132,0.5540407429205285
100,10,"[1000, 1000, 1000]",0.25,0.8,6,10,0.9980133054704194,0.9980150699443816,0.7128220822082206,model_cling_AD_fast_0.01,0.01,0.3549985770637853,0.4978996505243648
100,10,"[1000, 1000, 1000]",0.25,0.8,4,10,0.9984167742195095,0.998808981988699,0.8073099309930992,model_cling_AD_fast_0.01,0.01,0.5762910992539757,0.5756798461398085
100,10,"[1000, 1000, 1000]",0.25,0.8,11,10,0.9983252559175257,0.9983734649355546,0.9415001500150014,model_cling_AD_fast_0.01,0.01,0.758211216711799,0.6385080976894951
100,10,"[1000, 1000, 1000]",0.25,0.8,10,10,0.9983678976000673,0.9984362307768849,0.8686480648064807,model_cling_AD_fast_0.01,0.01,0.595076234885719,0.5823105072481435
100,10,"[1000, 1000, 1000]",0.25,0.8,9,10,0.9981456219836667,0.9982862317691059,0.8417845784578457,model_cling_AD_fast_0.01,0.01,0.6266223980463091,0.5899240309032088
100,10,"[1000, 1000, 1000]",0.25,0.8,1,10,0.9987383173741803,0.9987674042528878,0.9590255025502549,model_cling_AD_fast_0.01,0.01,0.8395518172986397,0.6531934440836287
100,10,"[1000, 1000, 1000]",0.25,0.8,8,10,0.9978931084918673,0.9979493149133972,0.8773465346534653,model_cling_AD_fast_0.01,0.01,0.7054796416858207,0.6186080102757953
100,10,"[1000, 1000, 1000]",0.5,0.8,0,21,0.9944013230438106,0.9953316383845022,0.7439471947194718,model_cling_AD_fast_0.01,0.01,0.3846026020854082,0.5024048141055718
100,10,"[1000, 1000, 1000]",1.0,0.8,17,10,0.969749582883923,0.9723345304684018,0.991069906990699,model_cling_AD_fast_0.01,0.01,0.9039043969802382,0.6585942080655812
100,10,"[1000, 1000, 1000]",1.0,0.8,16,10,0.9774435899129781,0.9802526902618237,0.9997071707170717,model_cling_AD_fast_0.01,0.01,0.9390211849860843,0.6673233802697659
100,10,"[1000, 1000, 1000]",0.5,0.8,2,21,0.993369339300202,0.9938095635072939,0.7634227422742275,model_cling_AD_fast_0.01,0.01,0.48237418574696256,0.5311575813976759
100,10,"[1000, 1000, 1000]",1.0,0.8,18,10,0.9692169900135625,0.9697044414499534,0.9996675667566756,model_cling_AD_fast_0.01,0.01,0.9395130766189529,0.6576599373219436
100,10,"[1000, 1000, 1000]",1.0,0.8,19,10,0.9721690425324506,0.972586382369981,0.9538397839783977,model_cling_AD_fast_0.01,0.01,0.839543181535156,0.6391572189572999
100,10,"[1000, 1000, 1000]",0.5,0.8,3,21,0.9935795593157319,0.9937961319861374,0.8506798679867987,model_cling_AD_fast_0.01,0.01,0.6162783349153241,0.5848247332200331
100,10,"[1000, 1000, 1000]",0.25,0.8,18,10,0.998041978424463,0.998075116196154,0.8837683768376836,model_cling_AD_fast_0.01,0.01,0.7075727734247522,0.6219391222822265
100,10,"[1000, 1000, 1000]",0.25,0.8,16,10,0.9979088544008877,0.9979358865674522,0.750924692469247,model_cling_AD_fast_0.01,0.01,0.45272441989847956,0.5312570348539284
100,10,"[1000, 1000, 1000]",0.25,0.8,15,10,0.998584381660577,0.99902347071244,0.8415769576957695,model_cling_AD_fast_0.01,0.01,0.5413570324587589,0.5672114703561636
100,10,"[1000, 1000, 1000]",0.25,0.8,19,10,0.9982410099947404,0.9982690187839898,0.7318619861986198,model_cling_AD_fast_0.01,0.01,0.4165169273799934,0.5234915013676729
100,10,"[1000, 1000, 1000]",0.25,0.8,17,10,0.9980752618622128,0.9982508243546018,0.8642904290429042,model_cling_AD_fast_0.01,0.01,0.6019658758352564,0.5919445783812998
100,10,"[1000, 1000, 1000]",0.5,0.8,1,10,0.9949551215670721,0.9950703475929579,0.951249924992499,model_cling_AD_fast_0.01,0.01,0.8454396157328332,0.6525807741810837
100,10,"[1000, 1000, 1000]",0.25,0.8,12,10,0.9987547514158513,0.9988156785436356,0.9487392739273925,model_cling_AD_fast_0.01,0.01,0.7887302792314602,0.6414596079097231
100,10,"[1000, 1000, 1000]",0.25,0.8,13,10,0.9989355883162582,0.9996982839991522,0.9313627362736273,model_cling_AD_fast_0.01,0.01,0.764500128179716,0.6404510558217285
100,10,"[1000, 1000, 1000]",0.5,0.8,4,21,0.9936907054240809,0.9952420474968168,0.8147338733873386,model_cling_AD_fast_0.01,0.01,0.5709851128611688,0.5697748474635609
100,10,"[1000, 1000, 1000]",0.5,0.8,6,21,0.992149852326357,0.9921568637657232,0.6806636663666366,model_cling_AD_fast_0.01,0.01,0.32471248294617755,0.4727615979826367
