N,K,D,noise_std,sparsity,seed,K_est,Var_exp_views,Var_exp_total,Cor_factors,model,tres,Jaccard_index,Cor_weights
100,5,"[400, 400, 400]",1.0,0.75,0,30,0.7057057686250007,0.7057057686250007,0.8231623162316228,model_tucker_0.005,0.005,0.47331803793245963,0.5858067356150296
100,5,"[400, 400, 400]",1.0,0.75,3,30,0.7044160625519637,0.7044160625519635,0.6452205220522051,model_tucker_0.005,0.005,0.42744629171086823,0.5494568653062417
100,5,"[400, 400, 400]",1.0,0.75,4,30,0.7007785774058997,0.7007785774058997,0.6254569456945693,model_tucker_0.005,0.005,0.39258441822883117,0.49503509524376604
100,5,"[400, 400, 400]",1.0,0.75,2,30,0.7016897466830802,0.7016897466830802,0.7272319231923191,model_tucker_0.005,0.005,0.48596287564484314,0.5455910657303565
100,5,"[400, 400, 400]",1.0,0.75,1,30,0.6973669107930219,0.697366910793022,0.7211257125712571,model_tucker_0.005,0.005,0.5105299917395899,0.535464087621019
100,5,"[400, 400, 400]",1.0,0.75,5,30,0.6960995730061659,0.6960995730061659,0.6239111911191119,model_tucker_0.005,0.005,0.36504458528360295,0.5001763842752619
100,5,"[400, 400, 400]",1.0,0.75,6,30,0.7128780069849325,0.7128780069849325,0.7460330033003301,model_tucker_0.005,0.005,0.496282641764672,0.5798653447092981
100,5,"[400, 400, 400]",1.0,0.75,7,30,0.7080908059832108,0.708090805983211,0.6164608460846084,model_tucker_0.005,0.005,0.38979719815929514,0.4988484721779851
100,5,"[400, 400, 400]",1.0,0.75,8,30,0.7147208170797908,0.7147208170797908,0.7043384338433842,model_tucker_0.005,0.005,0.4994513580374034,0.5586037167022752
100,5,"[400, 400, 400]",1.0,0.75,9,30,0.708926079612984,0.708926079612984,0.7473171317131712,model_tucker_0.005,0.005,0.4793525096410631,0.5643818774849876
100,5,"[400, 400, 400]",1.0,0.75,10,30,0.6983279403250812,0.6983279403250812,0.700034803480348,model_tucker_0.005,0.005,0.3935610022811649,0.5439762899716775
100,5,"[400, 400, 400]",1.0,0.75,11,30,0.7022369965408316,0.7022369965408315,0.6755379537953796,model_tucker_0.005,0.005,0.37994825111564295,0.5111409866620681
100,5,"[400, 400, 400]",1.0,0.75,12,30,0.718788787694074,0.718788787694074,0.6785862586258625,model_tucker_0.005,0.005,0.4157224454384697,0.5146082476713767
100,5,"[400, 400, 400]",1.0,0.75,13,30,0.7168689940811664,0.7168689940811666,0.6587362736273626,model_tucker_0.005,0.005,0.4417219619434401,0.5325885097665763
100,5,"[400, 400, 400]",1.0,0.75,15,30,0.7201480900827691,0.720148090082769,0.6524332433243324,model_tucker_0.005,0.005,0.422467081316315,0.521949666906051
100,5,"[400, 400, 400]",1.0,0.75,14,30,0.7019254715736244,0.7019254715736244,0.7965940594059404,model_tucker_0.005,0.005,0.5700911455707091,0.584570175525949
100,5,"[400, 400, 400]",1.0,0.75,16,30,0.6994769202317479,0.6994769202317479,0.6573801380138014,model_tucker_0.005,0.005,0.3940944033436266,0.5233231538721126
100,5,"[400, 400, 400]",1.0,0.75,18,30,0.7118899107922282,0.7118899107922283,0.6692829282928292,model_tucker_0.005,0.005,0.356358837374474,0.5261721420202818
